#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               23              25               5              HE  0.0007658  0.0007658  0.0007658  0.0007658   45585C19
               23              25               6              HE  0.0005769  0.0005769  0.0005769  0.0005769   45685C19
               24              25               1              HE  0.0002687  0.0002687  0.0002687  0.0002687   45186019
               24              25               2              HE  0.0013158  0.0013158  0.0013158  0.0013158   45286019
               24              25               3              HE  0.0008872  0.0008872  0.0008872  0.0008872   45386019
               24              25               4              HE  0.0007944  0.0007944  0.0007944  0.0007944   45486019
               24              25               5              HE  0.0007458  0.0007458  0.0007458  0.0007458   45586019
               24              25               6              HE  0.0006745  0.0006745  0.0006745  0.0006745   45686019
               25              25               1              HE  0.0002682  0.0002682  0.0002682  0.0002682   45186419
               25              25               2              HE  0.0011384  0.0011384  0.0011384  0.0011384   45286419
               25              25               3              HE  0.0010553  0.0010553  0.0010553  0.0010553   45386419
               25              25               4              HE  0.0007546  0.0007546  0.0007546  0.0007546   45486419
               25              25               5              HE  0.0008378  0.0008378  0.0008378  0.0008378   45586419
               25              25               6              HE  0.0006416  0.0006416  0.0006416  0.0006416   45686419
               26              25               1              HE  0.0003266  0.0003266  0.0003266  0.0003266   45186819
               26              25               2              HE  0.0015234  0.0015234  0.0015234  0.0015234   45286819
               26              25               3              HE  0.0007327  0.0007327  0.0007327  0.0007327   45386819
               26              25               4              HE  0.0008299  0.0008299  0.0008299  0.0008299   45486819
               26              25               5              HE  0.0008991  0.0008991  0.0008991  0.0008991   45586819
               26              25               6              HE  0.0007540  0.0007540  0.0007540  0.0007540   45686819
               26              25               7              HE  0.0009547  0.0009547  0.0009547  0.0009547   45786819
               27              25               1              HE  0.0003472  0.0003472  0.0003472  0.0003472   45186C19
               27              25               2              HE  0.0015660  0.0015660  0.0015660  0.0015660   45286C19
               27              25               3              HE  0.0009286  0.0009286  0.0009286  0.0009286   45386C19
               27              25               4              HE  0.0008734  0.0008734  0.0008734  0.0008734   45486C19
               27              25               5              HE  0.0011103  0.0011103  0.0011103  0.0011103   45586C19
               27              25               6              HE  0.0008123  0.0008123  0.0008123  0.0008123   45686C19
               27              25               7              HE  0.0008104  0.0008104  0.0008104  0.0008104   45786C19
               28              25               1              HE  0.0006457  0.0006457  0.0006457  0.0006457   45187019
               28              25               2              HE  0.0056303  0.0056303  0.0056303  0.0056303   45287019
               28              25               3              HE  0.0017620  0.0017620  0.0017620  0.0017620   45387019
               28              25               4              HE  0.0010736  0.0010736  0.0010736  0.0010736   45487019
               28              25               5              HE  0.0009872  0.0009872  0.0009872  0.0009872   45587019
               28              25               6              HE  0.0009340  0.0009340  0.0009340  0.0009340   45687019
               28              25               7              HE  0.0010064  0.0010064  0.0010064  0.0010064   45787019
               29              25               1              HE  0.0008338  0.0008338  0.0008338  0.0008338   45187419
               29              25               2              HE  0.0067234  0.0067234  0.0067234  0.0067234   45287419
               29              25               3              HE  0.0031373  0.0031373  0.0031373  0.0031373   45387419
               16              26               4              HE  0.0008765  0.0008765  0.0008765  0.0008765   4548401A
               17              26               2              HE  0.0006826  0.0006826  0.0006826  0.0006826   4528441A
               17              26               3              HE  0.0007128  0.0007128  0.0007128  0.0007128   4538441A
               18              26               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481A
               18              26               2              HE  0.0009401  0.0009401  0.0009401  0.0009401   4528481A
               18              26               3              HE  0.0007091  0.0007091  0.0007091  0.0007091   4538481A
               18              26               4              HE  0.0007228  0.0007228  0.0007228  0.0007228   4548481A
               18              26               5              HE  0.0006556  0.0006556  0.0006556  0.0006556   4558481A
               19              26               1              HE  0.0001850  0.0001850  0.0001850  0.0001850   45184C1A
               19              26               2              HE  0.0007772  0.0007772  0.0007772  0.0007772   45284C1A
               19              26               3              HE  0.0006658  0.0006658  0.0006658  0.0006658   45384C1A
               19              26               4              HE  0.0010179  0.0010179  0.0010179  0.0010179   45484C1A
               19              26               5              HE  0.0005631  0.0005631  0.0005631  0.0005631   45584C1A
               19              26               6              HE  0.0004969  0.0004969  0.0004969  0.0004969   45684C1A
               20              26               1              HE  0.0002121  0.0002121  0.0002121  0.0002121   4518501A
               20              26               2              HE  0.0008181  0.0008181  0.0008181  0.0008181   4528501A
               20              26               3              HE  0.0006519  0.0006519  0.0006519  0.0006519   4538501A
               20              26               4              HE  0.0006090  0.0006090  0.0006090  0.0006090   4548501A
               20              26               5              HE  0.0006381  0.0006381  0.0006381  0.0006381   4558501A
               20              26               6              HE  0.0006334  0.0006334  0.0006334  0.0006334   4568501A
               16              27               4              HE  0.0006078  0.0006078  0.0006078  0.0006078   4548401B
               17              27               2              HE  0.0005423  0.0005423  0.0005423  0.0005423   4528441B
               17              27               3              HE  0.0005685  0.0005685  0.0005685  0.0005685   4538441B
               18              27               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481B
               18              27               2              HE  0.0007188  0.0007188  0.0007188  0.0007188   4528481B
               18              27               3              HE  0.0006159  0.0006159  0.0006159  0.0006159   4538481B
               18              27               4              HE  0.0005670  0.0005670  0.0005670  0.0005670   4548481B
               18              27               5              HE  0.0005468  0.0005468  0.0005468  0.0005468   4558481B
               19              27               1              HE  0.0001586  0.0001586  0.0001586  0.0001586   45184C1B
               19              27               2              HE  0.0006200  0.0006200  0.0006200  0.0006200   45284C1B
               19              27               3              HE  0.0005725  0.0005725  0.0005725  0.0005725   45384C1B
               19              27               4              HE  0.0005448  0.0005448  0.0005448  0.0005448   45484C1B
               19              27               5              HE  0.0006234  0.0006234  0.0006234  0.0006234   45584C1B
               19              27               6              HE  0.0005890  0.0005890  0.0005890  0.0005890   45684C1B
               20              27               1              HE  0.0001796  0.0001796  0.0001796  0.0001796   4518501B
               20              27               2              HE  0.0008605  0.0008605  0.0008605  0.0008605   4528501B
               20              27               3              HE  0.0005852  0.0005852  0.0005852  0.0005852   4538501B
               20              27               4              HE  0.0006009  0.0006009  0.0006009  0.0006009   4548501B
               20              27               5              HE  0.0005934  0.0005934  0.0005934  0.0005934   4558501B
               20              27               6              HE  0.0006390  0.0006390  0.0006390  0.0006390   4568501B
               21              27               1              HE  0.0002454  0.0002454  0.0002454  0.0002454   4518541B
               21              27               2              HE  0.0010772  0.0010772  0.0010772  0.0010772   4528541B
               21              27               3              HE  0.0007117  0.0007117  0.0007117  0.0007117   4538541B
               21              27               4              HE  0.0007316  0.0007316  0.0007316  0.0007316   4548541B
               21              27               5              HE  0.0007901  0.0007901  0.0007901  0.0007901   4558541B
               21              27               6              HE  0.0007302  0.0007302  0.0007302  0.0007302   4568541B
               22              27               1              HE  0.0002706  0.0002706  0.0002706  0.0002706   4518581B
               22              27               2              HE  0.0010761  0.0010761  0.0010761  0.0010761   4528581B
               22              27               3              HE  0.0007310  0.0007310  0.0007310  0.0007310   4538581B
               22              27               4              HE  0.0006867  0.0006867  0.0006867  0.0006867   4548581B
               22              27               5              HE  0.0007375  0.0007375  0.0007375  0.0007375   4558581B
               22              27               6              HE  0.0007222  0.0007222  0.0007222  0.0007222   4568581B
               23              27               1              HE  0.0002795  0.0002795  0.0002795  0.0002795   45185C1B
               23              27               2              HE  0.0012806  0.0012806  0.0012806  0.0012806   45285C1B
               23              27               3              HE  0.0008505  0.0008505  0.0008505  0.0008505   45385C1B
               23              27               4              HE  0.0007211  0.0007211  0.0007211  0.0007211   45485C1B
               23              27               5              HE  0.0006897  0.0006897  0.0006897  0.0006897   45585C1B
               23              27               6              HE  0.0007209  0.0007209  0.0007209  0.0007209   45685C1B
               24              27               1              HE  0.0002962  0.0002962  0.0002962  0.0002962   4518601B
               24              27               2              HE  0.0012236  0.0012236  0.0012236  0.0012236   4528601B
               24              27               3              HE  0.0007895  0.0007895  0.0007895  0.0007895   4538601B
               24              27               4              HE  0.0006690  0.0006690  0.0006690  0.0006690   4548601B
               24              27               5              HE  0.0007455  0.0007455  0.0007455  0.0007455   4558601B
               24              27               6              HE  0.0007678  0.0007678  0.0007678  0.0007678   4568601B
               25              27               1              HE  0.0003220  0.0003220  0.0003220  0.0003220   4518641B
               25              27               2              HE  0.0013979  0.0013979  0.0013979  0.0013979   4528641B
               25              27               3              HE  0.0009391  0.0009391  0.0009391  0.0009391   4538641B
               25              27               4              HE  0.0007332  0.0007332  0.0007332  0.0007332   4548641B
               25              27               5              HE  0.0008322  0.0008322  0.0008322  0.0008322   4558641B
               25              27               6              HE  0.0008283  0.0008283  0.0008283  0.0008283   4568641B
               26              27               1              HE  0.0003507  0.0003507  0.0003507  0.0003507   4518681B
               26              27               2              HE  0.0014629  0.0014629  0.0014629  0.0014629   4528681B
               26              27               3              HE  0.0008690  0.0008690  0.0008690  0.0008690   4538681B
               26              27               4              HE  0.0008246  0.0008246  0.0008246  0.0008246   4548681B
               26              27               5              HE  0.0007758  0.0007758  0.0007758  0.0007758   4558681B
               26              27               6              HE  0.0008178  0.0008178  0.0008178  0.0008178   4568681B
               26              27               7              HE  0.0009436  0.0009436  0.0009436  0.0009436   4578681B
               27              27               1              HE  0.0004268  0.0004268  0.0004268  0.0004268   45186C1B
               27              27               2              HE  0.0019528  0.0019528  0.0019528  0.0019528   45286C1B
               27              27               3              HE  0.0008975  0.0008975  0.0008975  0.0008975   45386C1B
               27              27               4              HE  0.0008234  0.0008234  0.0008234  0.0008234   45486C1B
               27              27               5              HE  0.0008360  0.0008360  0.0008360  0.0008360   45586C1B
               27              27               6              HE  0.0009124  0.0009124  0.0009124  0.0009124   45686C1B
               27              27               7              HE  0.0009899  0.0009899  0.0009899  0.0009899   45786C1B
               28              27               1              HE  0.0006990  0.0006990  0.0006990  0.0006990   4518701B
               28              27               2              HE  0.0036452  0.0036452  0.0036452  0.0036452   4528701B
               28              27               3              HE  0.0013363  0.0013363  0.0013363  0.0013363   4538701B
               28              27               4              HE  0.0011250  0.0011250  0.0011250  0.0011250   4548701B
               28              27               5              HE  0.0008909  0.0008909  0.0008909  0.0008909   4558701B
               28              27               6              HE  0.0009010  0.0009010  0.0009010  0.0009010   4568701B
               28              27               7              HE  0.0010069  0.0010069  0.0010069  0.0010069   4578701B
               29              27               1              HE  0.0005858  0.0005858  0.0005858  0.0005858   4518741B
               29              27               2              HE  0.0040808  0.0040808  0.0040808  0.0040808   4528741B
               29              27               3              HE  0.0022150  0.0022150  0.0022150  0.0022150   4538741B
               16              28               4              HE  0.0006007  0.0006007  0.0006007  0.0006007   4548401C
               17              28               2              HE  0.0005684  0.0005684  0.0005684  0.0005684   4528441C
               17              28               3              HE  0.0005923  0.0005923  0.0005923  0.0005923   4538441C
               18              28               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481C
               18              28               2              HE  0.0008130  0.0008130  0.0008130  0.0008130   4528481C
               18              28               3              HE  0.0006375  0.0006375  0.0006375  0.0006375   4538481C
               18              28               4              HE  0.0006874  0.0006874  0.0006874  0.0006874   4548481C
               18              28               5              HE  0.0005783  0.0005783  0.0005783  0.0005783   4558481C
               19              28               1              HE  0.0001799  0.0001799  0.0001799  0.0001799   45184C1C
               19              28               2              HE  0.0006980  0.0006980  0.0006980  0.0006980   45284C1C
               19              28               3              HE  0.0006852  0.0006852  0.0006852  0.0006852   45384C1C
               19              28               4              HE  0.0005879  0.0005879  0.0005879  0.0005879   45484C1C
               19              28               5              HE  0.0006190  0.0006190  0.0006190  0.0006190   45584C1C
               19              28               6              HE  0.0009476  0.0009476  0.0009476  0.0009476   45684C1C
               20              28               1              HE  0.0001865  0.0001865  0.0001865  0.0001865   4518501C
               20              28               2              HE  0.0008347  0.0008347  0.0008347  0.0008347   4528501C
               20              28               3              HE  0.0005756  0.0005756  0.0005756  0.0005756   4538501C
               20              28               4              HE  0.0006586  0.0006586  0.0006586  0.0006586   4548501C
               20              28               5              HE  0.0005815  0.0005815  0.0005815  0.0005815   4558501C
               20              28               6              HE  0.0006378  0.0006378  0.0006378  0.0006378   4568501C
               16              29               4              HE  0.0007245  0.0007245  0.0007245  0.0007245   4548401D
               17              29               2              HE  0.0006550  0.0006550  0.0006550  0.0006550   4528441D
               17              29               3              HE  0.0005656  0.0005656  0.0005656  0.0005656   4538441D
               18              29               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481D
               18              29               2              HE  0.0009040  0.0009040  0.0009040  0.0009040   4528481D
               18              29               3              HE  0.0006477  0.0006477  0.0006477  0.0006477   4538481D
               18              29               4              HE  0.0006069  0.0006069  0.0006069  0.0006069   4548481D
               18              29               5              HE  0.0005755  0.0005755  0.0005755  0.0005755   4558481D
               19              29               1              HE  0.0001842  0.0001842  0.0001842  0.0001842   45184C1D
               19              29               2              HE  0.0007811  0.0007811  0.0007811  0.0007811   45284C1D
               19              29               3              HE  0.0006684  0.0006684  0.0006684  0.0006684   45384C1D
               19              29               4              HE  0.0005902  0.0005902  0.0005902  0.0005902   45484C1D
               19              29               5              HE  0.0005906  0.0005906  0.0005906  0.0005906   45584C1D
               19              29               6              HE  0.0005005  0.0005005  0.0005005  0.0005005   45684C1D
               20              29               1              HE  0.0001839  0.0001839  0.0001839  0.0001839   4518501D
               20              29               2              HE  0.0009607  0.0009607  0.0009607  0.0009607   4528501D
               20              29               3              HE  0.0005657  0.0005657  0.0005657  0.0005657   4538501D
               20              29               4              HE  0.0006015  0.0006015  0.0006015  0.0006015   4548501D
               20              29               5              HE  0.0005625  0.0005625  0.0005625  0.0005625   4558501D
               20              29               6              HE  0.0005479  0.0005479  0.0005479  0.0005479   4568501D
               21              29               1              HE  0.0002515  0.0002515  0.0002515  0.0002515   4518541D
               21              29               2              HE  0.0011423  0.0011423  0.0011423  0.0011423   4528541D
               21              29               3              HE  0.0007438  0.0007438  0.0007438  0.0007438   4538541D
               21              29               4              HE  0.0006704  0.0006704  0.0006704  0.0006704   4548541D
               21              29               5              HE  0.0006266  0.0006266  0.0006266  0.0006266   4558541D
               21              29               6              HE  0.0006283  0.0006283  0.0006283  0.0006283   4568541D
               22              29               1              HE  0.0002722  0.0002722  0.0002722  0.0002722   4518581D
               22              29               2              HE  0.0011204  0.0011204  0.0011204  0.0011204   4528581D
               22              29               3              HE  0.0006823  0.0006823  0.0006823  0.0006823   4538581D
               22              29               4              HE  0.0006897  0.0006897  0.0006897  0.0006897   4548581D
               22              29               5              HE  0.0007445  0.0007445  0.0007445  0.0007445   4558581D
               22              29               6              HE  0.0007255  0.0007255  0.0007255  0.0007255   4568581D
               23              29               1              HE  0.0002836  0.0002836  0.0002836  0.0002836   45185C1D
               23              29               2              HE  0.0012569  0.0012569  0.0012569  0.0012569   45285C1D
               23              29               3              HE  0.0008924  0.0008924  0.0008924  0.0008924   45385C1D
               23              29               4              HE  0.0007457  0.0007457  0.0007457  0.0007457   45485C1D
               23              29               5              HE  0.0007566  0.0007566  0.0007566  0.0007566   45585C1D
               23              29               6              HE  0.0006066  0.0006066  0.0006066  0.0006066   45685C1D
               24              29               1              HE  0.0002965  0.0002965  0.0002965  0.0002965   4518601D
               24              29               2              HE  0.0012294  0.0012294  0.0012294  0.0012294   4528601D
               24              29               3              HE  0.0008291  0.0008291  0.0008291  0.0008291   4538601D
               24              29               4              HE  0.0007024  0.0007024  0.0007024  0.0007024   4548601D
               24              29               5              HE  0.0008085  0.0008085  0.0008085  0.0008085   4558601D
               24              29               6              HE  0.0008370  0.0008370  0.0008370  0.0008370   4568601D
               25              29               1              HE  0.0002852  0.0002852  0.0002852  0.0002852   4518641D
               25              29               2              HE  0.0014160  0.0014160  0.0014160  0.0014160   4528641D
               25              29               3              HE  0.0008448  0.0008448  0.0008448  0.0008448   4538641D
               25              29               4              HE  0.0007309  0.0007309  0.0007309  0.0007309   4548641D
               25              29               5              HE  0.0009386  0.0009386  0.0009386  0.0009386   4558641D
               25              29               6              HE  0.0007810  0.0007810  0.0007810  0.0007810   4568641D
               26              29               1              HE  0.0003583  0.0003583  0.0003583  0.0003583   4518681D
               26              29               2              HE  0.0016076  0.0016076  0.0016076  0.0016076   4528681D
               26              29               3              HE  0.0008339  0.0008339  0.0008339  0.0008339   4538681D
               26              29               4              HE  0.0008921  0.0008921  0.0008921  0.0008921   4548681D
               26              29               5              HE  0.0008354  0.0008354  0.0008354  0.0008354   4558681D
               26              29               6              HE  0.0008113  0.0008113  0.0008113  0.0008113   4568681D
               26              29               7              HE  0.0009181  0.0009181  0.0009181  0.0009181   4578681D
               27              29               1              HE  0.0004115  0.0004115  0.0004115  0.0004115   45186C1D
               27              29               2              HE  0.0018154  0.0018154  0.0018154  0.0018154   45286C1D
               27              29               3              HE  0.0009483  0.0009483  0.0009483  0.0009483   45386C1D
               27              29               4              HE  0.0007317  0.0007317  0.0007317  0.0007317   45486C1D
               27              29               5              HE  0.0008595  0.0008595  0.0008595  0.0008595   45586C1D
               27              29               6              HE  0.0009220  0.0009220  0.0009220  0.0009220   45686C1D
               27              29               7              HE  0.0008324  0.0008324  0.0008324  0.0008324   45786C1D
               28              29               1              HE  0.0006293  0.0006293  0.0006293  0.0006293   4518701D
               28              29               2              HE  0.0029937  0.0029937  0.0029937  0.0029937   4528701D
               28              29               3              HE  0.0009915  0.0009915  0.0009915  0.0009915   4538701D
               28              29               4              HE  0.0011796  0.0011796  0.0011796  0.0011796   4548701D
               28              29               5              HE  0.0010057  0.0010057  0.0010057  0.0010057   4558701D
               28              29               6              HE  0.0009848  0.0009848  0.0009848  0.0009848   4568701D
               28              29               7              HE  0.0009490  0.0009490  0.0009490  0.0009490   4578701D
               29              29               1              HE  0.0006078  0.0006078  0.0006078  0.0006078   4518741D
               29              29               2              HE  0.0029438  0.0029438  0.0029438  0.0029438   4528741D
               29              29               3              HE  0.0014581  0.0014581  0.0014581  0.0014581   4538741D
               16              30               4              HE  0.0007631  0.0007631  0.0007631  0.0007631   4548401E
               17              30               2              HE  0.0005960  0.0005960  0.0005960  0.0005960   4528441E
               17              30               3              HE  0.0006203  0.0006203  0.0006203  0.0006203   4538441E
               18              30               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481E
               18              30               2              HE  0.0009758  0.0009758  0.0009758  0.0009758   4528481E
               18              30               3              HE  0.0005807  0.0005807  0.0005807  0.0005807   4538481E
               18              30               4              HE  0.0006560  0.0006560  0.0006560  0.0006560   4548481E
               18              30               5              HE  0.0006254  0.0006254  0.0006254  0.0006254   4558481E
               19              30               1              HE  0.0001647  0.0001647  0.0001647  0.0001647   45184C1E
               19              30               2              HE  0.0007583  0.0007583  0.0007583  0.0007583   45284C1E
               19              30               3              HE  0.0006023  0.0006023  0.0006023  0.0006023   45384C1E
               19              30               4              HE  0.0006704  0.0006704  0.0006704  0.0006704   45484C1E
               19              30               5              HE  0.0006012  0.0006012  0.0006012  0.0006012   45584C1E
               19              30               6              HE  0.0005414  0.0005414  0.0005414  0.0005414   45684C1E
               20              30               1              HE  0.0001967  0.0001967  0.0001967  0.0001967   4518501E
               20              30               2              HE  0.0008113  0.0008113  0.0008113  0.0008113   4528501E
               20              30               3              HE  0.0005219  0.0005219  0.0005219  0.0005219   4538501E
               20              30               4              HE  0.0005730  0.0005730  0.0005730  0.0005730   4548501E
               20              30               5              HE  0.0005473  0.0005473  0.0005473  0.0005473   4558501E
               20              30               6              HE  0.0005715  0.0005715  0.0005715  0.0005715   4568501E
               16              31               4              HE  0.0006774  0.0006774  0.0006774  0.0006774   4548401F
               17              31               2              HE  0.0005767  0.0005767  0.0005767  0.0005767   4528441F
               17              31               3              HE  0.0007030  0.0007030  0.0007030  0.0007030   4538441F
               18              31               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   4518481F
               18              31               2              HE  0.0009367  0.0009367  0.0009367  0.0009367   4528481F
               18              31               3              HE  0.0006376  0.0006376  0.0006376  0.0006376   4538481F
               18              31               4              HE  0.0006314  0.0006314  0.0006314  0.0006314   4548481F
               18              31               5              HE  0.0006284  0.0006284  0.0006284  0.0006284   4558481F
               19              31               1              HE  0.0001829  0.0001829  0.0001829  0.0001829   45184C1F
               19              31               2              HE  0.0007710  0.0007710  0.0007710  0.0007710   45284C1F
               19              31               3              HE  0.0006478  0.0006478  0.0006478  0.0006478   45384C1F
               19              31               4              HE  0.0005695  0.0005695  0.0005695  0.0005695   45484C1F
               19              31               5              HE  0.0005908  0.0005908  0.0005908  0.0005908   45584C1F
               19              31               6              HE  0.0005807  0.0005807  0.0005807  0.0005807   45684C1F
               20              31               1              HE  0.0001845  0.0001845  0.0001845  0.0001845   4518501F
               20              31               2              HE  0.0009241  0.0009241  0.0009241  0.0009241   4528501F
               20              31               3              HE  0.0006077  0.0006077  0.0006077  0.0006077   4538501F
               20              31               4              HE  0.0005762  0.0005762  0.0005762  0.0005762   4548501F
               20              31               5              HE  0.0005789  0.0005789  0.0005789  0.0005789   4558501F
               20              31               6              HE  0.0005363  0.0005363  0.0005363  0.0005363   4568501F
               21              31               1              HE  0.0002458  0.0002458  0.0002458  0.0002458   4518541F
               21              31               2              HE  0.0010908  0.0010908  0.0010908  0.0010908   4528541F
               21              31               3              HE  0.0008364  0.0008364  0.0008364  0.0008364   4538541F
               21              31               4              HE  0.0006926  0.0006926  0.0006926  0.0006926   4548541F
               21              31               5              HE  0.0007037  0.0007037  0.0007037  0.0007037   4558541F
               21              31               6              HE  0.0006661  0.0006661  0.0006661  0.0006661   4568541F
               22              31               1              HE  0.0002604  0.0002604  0.0002604  0.0002604   4518581F
               22              31               2              HE  0.0010570  0.0010570  0.0010570  0.0010570   4528581F
               22              31               3              HE  0.0007244  0.0007244  0.0007244  0.0007244   4538581F
               22              31               4              HE  0.0006863  0.0006863  0.0006863  0.0006863   4548581F
               22              31               5              HE  0.0007970  0.0007970  0.0007970  0.0007970   4558581F
               22              31               6              HE  0.0007350  0.0007350  0.0007350  0.0007350   4568581F
               23              31               1              HE  0.0002776  0.0002776  0.0002776  0.0002776   45185C1F
               23              31               2              HE  0.0011286  0.0011286  0.0011286  0.0011286   45285C1F
               23              31               3              HE  0.0007875  0.0007875  0.0007875  0.0007875   45385C1F
               23              31               4              HE  0.0006919  0.0006919  0.0006919  0.0006919   45485C1F
               23              31               5              HE  0.0007602  0.0007602  0.0007602  0.0007602   45585C1F
               23              31               6              HE  0.0007838  0.0007838  0.0007838  0.0007838   45685C1F
               24              31               1              HE  0.0003006  0.0003006  0.0003006  0.0003006   4518601F
               24              31               2              HE  0.0012404  0.0012404  0.0012404  0.0012404   4528601F
               24              31               3              HE  0.0008595  0.0008595  0.0008595  0.0008595   4538601F
               24              31               4              HE  0.0006818  0.0006818  0.0006818  0.0006818   4548601F
               24              31               5              HE  0.0008005  0.0008005  0.0008005  0.0008005   4558601F
               24              31               6              HE  0.0007893  0.0007893  0.0007893  0.0007893   4568601F
               25              31               1              HE  0.0003083  0.0003083  0.0003083  0.0003083   4518641F
               25              31               2              HE  0.0013043  0.0013043  0.0013043  0.0013043   4528641F
               25              31               3              HE  0.0008608  0.0008608  0.0008608  0.0008608   4538641F
               25              31               4              HE  0.0007223  0.0007223  0.0007223  0.0007223   4548641F
               25              31               5              HE  0.0008515  0.0008515  0.0008515  0.0008515   4558641F
               25              31               6              HE  0.0008294  0.0008294  0.0008294  0.0008294   4568641F
               26              31               1              HE  0.0003538  0.0003538  0.0003538  0.0003538   4518681F
               26              31               2              HE  0.0015714  0.0015714  0.0015714  0.0015714   4528681F
               26              31               3              HE  0.0007679  0.0007679  0.0007679  0.0007679   4538681F
               26              31               4              HE  0.0008956  0.0008956  0.0008956  0.0008956   4548681F
               26              31               5              HE  0.0009054  0.0009054  0.0009054  0.0009054   4558681F
               26              31               6              HE  0.0008604  0.0008604  0.0008604  0.0008604   4568681F
               26              31               7              HE  0.0008704  0.0008704  0.0008704  0.0008704   4578681F
               27              31               1              HE  0.0003818  0.0003818  0.0003818  0.0003818   45186C1F
               27              31               2              HE  0.0018987  0.0018987  0.0018987  0.0018987   45286C1F
               27              31               3              HE  0.0009854  0.0009854  0.0009854  0.0009854   45386C1F
               27              31               4              HE  0.0007940  0.0007940  0.0007940  0.0007940   45486C1F
               27              31               5              HE  0.0007876  0.0007876  0.0007876  0.0007876   45586C1F
               27              31               6              HE  0.0009126  0.0009126  0.0009126  0.0009126   45686C1F
               27              31               7              HE  0.0008777  0.0008777  0.0008777  0.0008777   45786C1F
               28              31               1              HE  0.0006673  0.0006673  0.0006673  0.0006673   4518701F
               28              31               2              HE  0.0026980  0.0026980  0.0026980  0.0026980   4528701F
               28              31               3              HE  0.0010371  0.0010371  0.0010371  0.0010371   4538701F
               28              31               4              HE  0.0010808  0.0010808  0.0010808  0.0010808   4548701F
               28              31               5              HE  0.0009261  0.0009261  0.0009261  0.0009261   4558701F
               28              31               6              HE  0.0009060  0.0009060  0.0009060  0.0009060   4568701F
               28              31               7              HE  0.0009474  0.0009474  0.0009474  0.0009474   4578701F
               29              31               1              HE  0.0005446  0.0005446  0.0005446  0.0005446   4518741F
               29              31               2              HE  0.0026533  0.0026533  0.0026533  0.0026533   4528741F
               29              31               3              HE  0.0020822  0.0020822  0.0020822  0.0020822   4538741F
               16              32               4              HE  0.0006573  0.0006573  0.0006573  0.0006573   45484020
               17              32               2              HE  0.0005881  0.0005881  0.0005881  0.0005881   45284420
               17              32               3              HE  0.0006737  0.0006737  0.0006737  0.0006737   45384420
               18              32               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   45184820
               18              32               2              HE  0.0009888  0.0009888  0.0009888  0.0009888   45284820
               18              32               3              HE  0.0006466  0.0006466  0.0006466  0.0006466   45384820
               18              32               4              HE  0.0006235  0.0006235  0.0006235  0.0006235   45484820
               18              32               5              HE  0.0006151  0.0006151  0.0006151  0.0006151   45584820
               19              32               1              HE  0.0001710  0.0001710  0.0001710  0.0001710   45184C20
               19              32               2              HE  0.0007997  0.0007997  0.0007997  0.0007997   45284C20
               19              32               3              HE  0.0006411  0.0006411  0.0006411  0.0006411   45384C20
               19              32               4              HE  0.0006024  0.0006024  0.0006024  0.0006024   45484C20
               19              32               5              HE  0.0005809  0.0005809  0.0005809  0.0005809   45584C20
               19              32               6              HE  0.0006575  0.0006575  0.0006575  0.0006575   45684C20
               20              32               1              HE  0.0001880  0.0001880  0.0001880  0.0001880   45185020
               20              32               2              HE  0.0008194  0.0008194  0.0008194  0.0008194   45285020
               20              32               3              HE  0.0006029  0.0006029  0.0006029  0.0006029   45385020
               20              32               4              HE  0.0005964  0.0005964  0.0005964  0.0005964   45485020
               20              32               5              HE  0.0005655  0.0005655  0.0005655  0.0005655   45585020
               20              32               6              HE  0.0006325  0.0006325  0.0006325  0.0006325   45685020
               16              33               4              HE  0.0006686  0.0006686  0.0006686  0.0006686   45484021
               17              33               2              HE  0.0005946  0.0005946  0.0005946  0.0005946   45284421
               17              33               3              HE  0.0005760  0.0005760  0.0005760  0.0005760   45384421
               18              33               1              HE  0.0001761  0.0001761  0.0001761  0.0001761   45184821
               18              33               2              HE  0.0007663  0.0007663  0.0007663  0.0007663   45284821
               18              33               3              HE  0.0006117  0.0006117  0.0006117  0.0006117   45384821
               18              33               4              HE  0.0005379  0.0005379  0.0005379  0.0005379   45484821
               18              33               5              HE  0.0005857  0.0005857  0.0005857  0.0005857   45584821
               19              33               1              HE  0.0001628  0.0001628  0.0001628  0.0001628   45184C21
               19              33               2              HE  0.0006459  0.0006459  0.0006459  0.0006459   45284C21
               19              33               3              HE  0.0006346  0.0006346  0.0006346  0.0006346   45384C21
               19              33               4              HE  0.0005387  0.0005387  0.0005387  0.0005387   45484C21
               19              33               5              HE  0.0005919  0.0005919  0.0005919  0.0005919   45584C21
               19              33               6              HE  0.0005781  0.0005781  0.0005781  0.0005781   45684C21
               20              33               1              HE  0.0001772  0.0001772  0.0001772  0.0001772   45185021
               20              33               2              HE  0.0008426  0.0008426  0.0008426  0.0008426   45285021
               20              33               3              HE  0.0005361  0.0005361  0.0005361  0.0005361   45385021
