## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4601078E   3  15   t   25       4          1              1      HO   -15    14      4
 4E24078E   3  16   b   25       7          8              2     HOX   -15    14   -999
 4601008F   3  17   t   25       8          8              0      HO    -1    15      4
 4601010F   3  16   t   25       6          6              1      HO    -2    15      4
 4601018F   3  17   t   25       8          8              1      HO    -3    15      4
 4601020F   3  17   t   25       8          8              2      HO    -4    15      4
 4601028F   3  16   t   25       6          3              0      HO    -5    15      4
 4601030F   3  16   t   25       6          2              1      HO    -6    15      4
 4601038F   3  16   t   25       6          1              0      HO    -7    15      4
 4601040F   3  15   t   25       4          8              1      HO    -8    15      4
 4601048F   3  15   t   25       4          7              0      HO    -9    15      4
 4601050F   3  15   t   25       4          6              1      HO   -10    15      4
 4601058F   3  15   t   25       4          5              0      HO   -11    15      4
 4601060F   3  15   t   25       4          4              1      HO   -12    15      4
 4601068F   3  15   t   25       4          3              0      HO   -13    15      4
 4601070F   3  15   t   25       4          2              1      HO   -14    15      4
 4601078F   3  15   t   25       4          1              0      HO   -15    15      4
 4E24078F   3  16   b   25       7          8              1     HOX   -15    15   -999
 46010090   3  17   t   25       8          7              1      HO    -1    16      4
 46010110   3  16   t   25       6          5              2      HO    -2    16      4
 46010190   3  17   t   25       8          7              0      HO    -3    16      4
 46010210   3  17   t   25       8          7              2      HO    -4    16      4
 4E240210   3  16   t   25       6          6              2     HOX    -4    16   -999
 46010290   3  16   t   25       6          3              2      HO    -5    16      4
 46010310   3  16   t   25       6          2              0      HO    -6    16      4
 46010390   3  16   t   25       6          1              2      HO    -7    16      4
 46010410   3  15   t   25       4          8              0      HO    -8    16      4
 46010490   3  15   t   25       4          7              2      HO    -9    16      4
 46010510   3  15   t   25       4          6              0      HO   -10    16      4
 46010590   3  15   t   25       4          5              2      HO   -11    16      4
 46010610   3  15   t   25       4          4              0      HO   -12    16      4
 46010690   3  15   t   25       4          3              2      HO   -13    16      4
 46010710   3  15   t   25       4          2              0      HO   -14    16      4
 46010790   3  15   t   25       4          1              2      HO   -15    16      4
 4E240790   3  16   b   25       7          8              0     HOX   -15    16   -999
 46010091   7   3   b   26       3          7              0      HO    -1    17      4
 46010111   7   3   b   26       3          7              1      HO    -2    17      4
 46010191   7   3   b   26       3          5              1      HO    -3    17      4
 46010211   7   4   t   26       4          6              2      HO    -4    17      4
 4E240211   7   4   t   26       4          6              1     HOX    -4    17   -999
 46010291   7   4   b   26       5          3              2      HO    -5    17      4
 46010311   7   4   b   26       5          2              0      HO    -6    17      4
 46010391   7   4   b   26       5          1              2      HO    -7    17      4
 46010411   7   5   b   26       7          8              0      HO    -8    17      4
 46010491   7   5   b   26       7          7              2      HO    -9    17      4
 46010511   7   5   b   26       7          6              0      HO   -10    17      4
 46010591   7   5   b   26       7          5              2      HO   -11    17      4
 46010611   7   5   b   26       7          4              0      HO   -12    17      4
 46010691   7   5   b   26       7          3              2      HO   -13    17      4
 46010711   7   5   b   26       7          2              0      HO   -14    17      4
 46010791   7   5   b   26       7          1              2      HO   -15    17      4
 4E240791   7   4   b   26       5          8              0     HOX   -15    17   -999
 46010092   7   3   b   26       3          6              0      HO    -1    18      4
 46010112   7   3   b   26       3          5              2      HO    -2    18      4
 46010192   7   3   b   26       3          5              0      HO    -3    18      4
 46010212   7   4   t   26       4          6              0      HO    -4    18      4
 46010292   7   4   b   26       5          3              0      HO    -5    18      4
 46010312   7   4   b   26       5          2              1      HO    -6    18      4
 46010392   7   4   b   26       5          1              0      HO    -7    18      4
 46010412   7   5   b   26       7          8              1      HO    -8    18      4
 46010492   7   5   b   26       7          7              0      HO    -9    18      4
 46010512   7   5   b   26       7          6              1      HO   -10    18      4
 46010592   7   5   b   26       7          5              0      HO   -11    18      4
 46010612   7   5   b   26       7          4              1      HO   -12    18      4
 46010692   7   5   b   26       7          3              0      HO   -13    18      4
 46010712   7   5   b   26       7          2              1      HO   -14    18      4
 46010792   7   5   b   26       7          1              0      HO   -15    18      4
 4E240792   7   4   b   26       5          8              1     HOX   -15    18   -999
 46010093   7   3   b   26       3          4              0      HO    -1    19      4
 46010113   7   3   b   26       3          4              1      HO    -2    19      4
 46010193   7   3   t   26       2          7              1      HO    -3    19      4
 46010213   7   4   t   26       4          5              2      HO    -4    19      4
 4E240213   7   4   t   26       4          5              1     HOX    -4    19   -999
 46010293   7   4   b   26       5          3              1      HO    -5    19      4
 46010313   7   4   b   26       5          2              2      HO    -6    19      4
 46010393   7   4   b   26       5          1              1      HO    -7    19      4
 46010413   7   5   b   26       7          8              2      HO    -8    19      4
 46010493   7   5   b   26       7          7              1      HO    -9    19      4
 46010513   7   5   b   26       7          6              2      HO   -10    19      4
 46010593   7   5   b   26       7          5              1      HO   -11    19      4
 46010613   7   5   b   26       7          4              2      HO   -12    19      4
 46010693   7   5   b   26       7          3              1      HO   -13    19      4
 46010713   7   5   b   26       7          2              2      HO   -14    19      4
 46010793   7   5   b   26       7          1              1      HO   -15    19      4
 4E240793   7   4   b   26       5          8              2     HOX   -15    19   -999
 46010094   7   3   t   26       2          8              0      HO    -1    20      4
 46010114   7   3   t   26       2          7              2      HO    -2    20      4
 46010194   7   3   t   26       2          7              0      HO    -3    20      4
 46010214   7   4   t   26       4          5              0      HO    -4    20      4
 46010294   7   4   t   26       4          3              2      HO    -5    20      4
 46010314   7   4   t   26       4          2              0      HO    -6    20      4
 46010394   7   4   t   26       4          1              2      HO    -7    20      4
 46010414   7   5   t   26       6          8              0      HO    -8    20      4
 46010494   7   5   t   26       6          7              2      HO    -9    20      4
 46010514   7   5   t   26       6          6              0      HO   -10    20      4
 46010594   7   5   t   26       6          5              2      HO   -11    20      4
 46010614   7   5   t   26       6          4              0      HO   -12    20      4
 46010694   7   5   t   26       6          3              2      HO   -13    20      4
 46010714   7   5   t   26       6          2              0      HO   -14    20      4
 46010794   7   5   t   26       6          1              2      HO   -15    20      4
 4E240794   7   3   b   26       3          8              0     HOX   -15    20   -999
 46010095   7   3   t   26       2          6              0      HO    -1    21      4
 46010115   7   3   t   26       2          6              1      HO    -2    21      4
 46010195   7   3   t   26       2          4              1      HO    -3    21      4
 46010215   7   4   t   26       4          4              2      HO    -4    21      4
 4E240215   7   4   t   26       4          4              1     HOX    -4    21   -999
 46010295   7   4   t   26       4          3              0      HO    -5    21      4
 46010315   7   4   t   26       4          2              1      HO    -6    21      4
 46010395   7   4   t   26       4          1              0      HO    -7    21      4
 46010415   7   5   t   26       6          8              1      HO    -8    21      4
 46010495   7   5   t   26       6          7              0      HO    -9    21      4
 46010515   7   5   t   26       6          6              1      HO   -10    21      4
 46010595   7   5   t   26       6          5              0      HO   -11    21      4
 46010615   7   5   t   26       6          4              1      HO   -12    21      4
 46010695   7   5   t   26       6          3              0      HO   -13    21      4
 46010715   7   5   t   26       6          2              1      HO   -14    21      4
 46010795   7   5   t   26       6          1              0      HO   -15    21      4
 4E240795   7   3   b   26       3          8              1     HOX   -15    21   -999
 46010096   7   3   t   26       2          5              0      HO    -1    22      4
 46010116   7   3   t   26       2          4              2      HO    -2    22      4
 46010196   7   3   t   26       2          4              0      HO    -3    22      4
 46010216   7   4   t   26       4          4              0      HO    -4    22      4
 46010296   7   4   t   26       4          3              1      HO    -5    22      4
 46010316   7   4   t   26       4          2              2      HO    -6    22      4
 46010396   7   4   t   26       4          1              1      HO    -7    22      4
 46010416   7   5   t   26       6          8              2      HO    -8    22      4
 46010496   7   5   t   26       6          7              1      HO    -9    22      4
 46010516   7   5   t   26       6          6              2      HO   -10    22      4
 46010596   7   5   t   26       6          5              1      HO   -11    22      4
 46010616   7   5   t   26       6          4              2      HO   -12    22      4
 46010696   7   5   t   26       6          3              1      HO   -13    22      4
 46010716   7   5   t   26       6          2              2      HO   -14    22      4
 46010796   7   5   t   26       6          1              1      HO   -15    22      4
 4E240796   7   3   b   26       3          8              2     HOX   -15    22   -999
 46010097   7   7   b   26      11          7              0      HO    -1    23      4
 46010117   7   7   b   26      11          7              1      HO    -2    23      4
 46010197   7   7   b   26      11          5              1      HO    -3    23      4
 46010217   7  13   t   27       0          6              2      HO    -4    23      4
 4E240217   7  13   t   27       0          6              1     HOX    -4    23   -999
 46010297   7  13   b   27       1          3              1      HO    -5    23      4
 46010317   7  13   b   27       1          2              2      HO    -6    23      4
 46010397   7  13   b   27       1          1              1      HO    -7    23      4
 46010417   7  14   b   27       3          8              2      HO    -8    23      4
 46010497   7  14   b   27       3          7              1      HO    -9    23      4
 46010517   7  14   b   27       3          6              2      HO   -10    23      4
 46010597   7  14   b   27       3          5              1      HO   -11    23      4
 46010617   7  14   b   27       3          4              2      HO   -12    23      4
 46010697   7  14   b   27       3          3              1      HO   -13    23      4
 46010717   7  14   b   27       3          2              2      HO   -14    23      4
 46010797   7  14   b   27       3          1              1      HO   -15    23      4
 4E240797   7  13   b   27       1          8              2     HOX   -15    23   -999
 46010098   7   7   b   26      11          6              0      HO    -1    24      4
 46010118   7   7   b   26      11          5              2      HO    -2    24      4
 46010198   7   7   b   26      11          5              0      HO    -3    24      4
 46010218   7  13   t   27       0          6              0      HO    -4    24      4
 46010298   7  13   b   27       1          3              0      HO    -5    24      4
 46010318   7  13   b   27       1          2              1      HO    -6    24      4
 46010398   7  13   b   27       1          1              0      HO    -7    24      4
 46010418   7  14   b   27       3          8              1      HO    -8    24      4
 46010498   7  14   b   27       3          7              0      HO    -9    24      4
 46010518   7  14   b   27       3          6              1      HO   -10    24      4
 46010598   7  14   b   27       3          5              0      HO   -11    24      4
 46010618   7  14   b   27       3          4              1      HO   -12    24      4
 46010698   7  14   b   27       3          3              0      HO   -13    24      4
 46010718   7  14   b   27       3          2              1      HO   -14    24      4
 46010798   7  14   b   27       3          1              0      HO   -15    24      4
 4E240798   7  13   b   27       1          8              1     HOX   -15    24   -999
 46010099   7   7   b   26      11          4              0      HO    -1    25      4
 46010119   7   7   b   26      11          4              1      HO    -2    25      4
 46010199   7   7   t   26      10          7              1      HO    -3    25      4
 46010219   7  13   t   27       0          5              2      HO    -4    25      4
 4E240219   7  13   t   27       0          5              1     HOX    -4    25   -999
 46010299   7  13   b   27       1          3              2      HO    -5    25      4
 46010319   7  13   b   27       1          2              0      HO    -6    25      4
 46010399   7  13   b   27       1          1              2      HO    -7    25      4
 46010419   7  14   b   27       3          8              0      HO    -8    25      4
 46010499   7  14   b   27       3          7              2      HO    -9    25      4
 46010519   7  14   b   27       3          6              0      HO   -10    25      4
 46010599   7  14   b   27       3          5              2      HO   -11    25      4
 46010619   7  14   b   27       3          4              0      HO   -12    25      4
 46010699   7  14   b   27       3          3              2      HO   -13    25      4
 46010719   7  14   b   27       3          2              0      HO   -14    25      4
 46010799   7  14   b   27       3          1              2      HO   -15    25      4
 4E240799   7  13   b   27       1          8              0     HOX   -15    25   -999
 4601009A   7   7   t   26      10          8              0      HO    -1    26      4
 4601011A   7   7   t   26      10          7              2      HO    -2    26      4
 4601019A   7   7   t   26      10          7              0      HO    -3    26      4
 4601021A   7  13   t   27       0          5              0      HO    -4    26      4
 4601029A   7  13   t   27       0          3              1      HO    -5    26      4
 4601031A   7  13   t   27       0          2              2      HO    -6    26      4
 4601039A   7  13   t   27       0          1              1      HO    -7    26      4
 4601041A   7  14   t   27       2          8              2      HO    -8    26      4
 4601049A   7  14   t   27       2          7              1      HO    -9    26      4
 4601051A   7  14   t   27       2          6              2      HO   -10    26      4
 4601059A   7  14   t   27       2          5              1      HO   -11    26      4
 4601061A   7  14   t   27       2          4              2      HO   -12    26      4
 4601069A   7  14   t   27       2          3              1      HO   -13    26      4
 4601071A   7  14   t   27       2          2              2      HO   -14    26      4
 4601079A   7  14   t   27       2          1              1      HO   -15    26      4
 4E24079A   7   7   b   26      11          8              2     HOX   -15    26   -999
 4601009B   7   7   t   26      10          6              0      HO    -1    27      4
 4601011B   7   7   t   26      10          6              1      HO    -2    27      4
 4601019B   7   7   t   26      10          4              1      HO    -3    27      4
 4601021B   7  13   t   27       0          4              2      HO    -4    27      4
 4E24021B   7  13   t   27       0          4              1     HOX    -4    27   -999
 4601029B   7  13   t   27       0          3              0      HO    -5    27      4
 4601031B   7  13   t   27       0          2              1      HO    -6    27      4
 4601039B   7  13   t   27       0          1              0      HO    -7    27      4
 4601041B   7  14   t   27       2          8              1      HO    -8    27      4
 4601049B   7  14   t   27       2          7              0      HO    -9    27      4
 4601051B   7  14   t   27       2          6              1      HO   -10    27      4
 4601059B   7  14   t   27       2          5              0      HO   -11    27      4
 4601061B   7  14   t   27       2          4              1      HO   -12    27      4
 4601069B   7  14   t   27       2          3              0      HO   -13    27      4
 4601071B   7  14   t   27       2          2              1      HO   -14    27      4
 4601079B   7  14   t   27       2          1              0      HO   -15    27      4
 4E24079B   7   7   b   26      11          8              1     HOX   -15    27   -999
 4601009C   7   7   t   26      10          5              0      HO    -1    28      4
 4601011C   7   7   t   26      10          4              2      HO    -2    28      4
 4601019C   7   7   t   26      10          4              0      HO    -3    28      4
 4601021C   7  13   t   27       0          4              0      HO    -4    28      4
 4601029C   7  13   t   27       0          3              2      HO    -5    28      4
 4601031C   7  13   t   27       0          2              0      HO    -6    28      4
 4601039C   7  13   t   27       0          1              2      HO    -7    28      4
 4601041C   7  14   t   27       2          8              0      HO    -8    28      4
 4601049C   7  14   t   27       2          7              2      HO    -9    28      4
 4601051C   7  14   t   27       2          6              0      HO   -10    28      4
 4601059C   7  14   t   27       2          5              2      HO   -11    28      4
 4601061C   7  14   t   27       2          4              0      HO   -12    28      4
 4601069C   7  14   t   27       2          3              2      HO   -13    28      4
 4601071C   7  14   t   27       2          2              0      HO   -14    28      4
 4601079C   7  14   t   27       2          1              2      HO   -15    28      4
 4E24079C   7   7   b   26      11          8              0     HOX   -15    28   -999
 4601009D   7  17   b   27       9          6              0      HO    -1    29      4
 4601011D   7  16   b   27       7          7              1      HO    -2    29      4
 4601019D   7  17   b   27       9          6              1      HO    -3    29      4
 4601021D   7  17   b   27       9          6              2      HO    -4    29      4
 4601029D   7  16   b   27       7          3              2      HO    -5    29      4
 4601031D   7  16   b   27       7          2              0      HO    -6    29      4
 4601039D   7  16   b   27       7          1              2      HO    -7    29      4
 4601041D   7  15   b   27       5          8              0      HO    -8    29      4
 4601049D   7  15   b   27       5          7              2      HO    -9    29      4
 4601051D   7  15   b   27       5          6              0      HO   -10    29      4
 4601059D   7  15   b   27       5          5              2      HO   -11    29      4
 4601061D   7  15   b   27       5          4              0      HO   -12    29      4
 4601069D   7  15   b   27       5          3              2      HO   -13    29      4
 4601071D   7  15   b   27       5          2              0      HO   -14    29      4
 4601079D   7  15   b   27       5          1              2      HO   -15    29      4
 4E24079D   7  17   b   27       9          8              0     HOX   -15    29   -999
 4601009E   7  17   b   27       9          7              1      HO    -1    30      4
 4601011E   7  16   b   27       7          6              2      HO    -2    30      4
 4601019E   7  17   b   27       9          7              0      HO    -3    30      4
 4601021E   7  17   b   27       9          7              2      HO    -4    30      4
 4E24021E   7  16   b   27       7          7              2     HOX    -4    30   -999
 4601029E   7  16   b   27       7          3              0      HO    -5    30      4
 4601031E   7  16   b   27       7          2              1      HO    -6    30      4
 4601039E   7  16   b   27       7          1              0      HO    -7    30      4
 4601041E   7  15   b   27       5          8              1      HO    -8    30      4
 4601049E   7  15   b   27       5          7              0      HO    -9    30      4
 4601051E   7  15   b   27       5          6              1      HO   -10    30      4
 4601059E   7  15   b   27       5          5              0      HO   -11    30      4
 4601061E   7  15   b   27       5          4              1      HO   -12    30      4
 4601069E   7  15   b   27       5          3              0      HO   -13    30      4
 4601071E   7  15   b   27       5          2              1      HO   -14    30      4
 4601079E   7  15   b   27       5          1              0      HO   -15    30      4
 4E24079E   7  17   b   27       9          8              1     HOX   -15    30   -999
 4601009F   7  17   b   27       9          4              0      HO    -1    31      4
 4601011F   7  16   b   27       7          4              1      HO    -2    31      4
 4601019F   7  17   b   27       9          4              1      HO    -3    31      4
 4601021F   7  17   b   27       9          4              2      HO    -4    31      4
 4601029F   7  16   b   27       7          3              1      HO    -5    31      4
 4601031F   7  16   b   27       7          2              2      HO    -6    31      4
 4601039F   7  16   b   27       7          1              1      HO    -7    31      4
 4601041F   7  15   b   27       5          8              2      HO    -8    31      4
 4601049F   7  15   b   27       5          7              1      HO    -9    31      4
 4601051F   7  15   b   27       5          6              2      HO   -10    31      4
 4601059F   7  15   b   27       5          5              1      HO   -11    31      4
 4601061F   7  15   b   27       5          4              2      HO   -12    31      4
 4601069F   7  15   b   27       5          3              1      HO   -13    31      4
 4601071F   7  15   b   27       5          2              2      HO   -14    31      4
 4601079F   7  15   b   27       5          1              1      HO   -15    31      4
 4E24079F   7  17   b   27       9          8              2     HOX   -15    31   -999
 460100A0   7  17   b   27       9          5              1      HO    -1    32      4
 46010120   7  16   t   27       6          8              2      HO    -2    32      4
 460101A0   7  17   b   27       9          5              0      HO    -3    32      4
 46010220   7  17   b   27       9          5              2      HO    -4    32      4
 4E240220   7  16   b   27       7          4              2     HOX    -4    32   -999
 460102A0   7  16   t   27       6          3              2      HO    -5    32      4
 46010320   7  16   t   27       6          2              0      HO    -6    32      4
 460103A0   7  16   t   27       6          1              2      HO    -7    32      4
 46010420   7  15   t   27       4          8              0      HO    -8    32      4
 460104A0   7  15   t   27       4          7              2      HO    -9    32      4
 46010520   7  15   t   27       4          6              0      HO   -10    32      4
 460105A0   7  15   t   27       4          5              2      HO   -11    32      4
 46010620   7  15   t   27       4          4              0      HO   -12    32      4
 460106A0   7  15   t   27       4          3              2      HO   -13    32      4
 46010720   7  15   t   27       4          2              0      HO   -14    32      4
 460107A0   7  15   t   27       4          1              2      HO   -15    32      4
 4E2407A0   7  16   b   27       7          8              0     HOX   -15    32   -999
 460100A1   7  17   t   27       8          8              0      HO    -1    33      4
 46010121   7  16   t   27       6          6              1      HO    -2    33      4
 460101A1   7  17   t   27       8          8              1      HO    -3    33      4
 46010221   7  17   t   27       8          8              2      HO    -4    33      4
 460102A1   7  16   t   27       6          3              0      HO    -5    33      4
 46010321   7  16   t   27       6          2              1      HO    -6    33      4
 460103A1   7  16   t   27       6          1              0      HO    -7    33      4
 46010421   7  15   t   27       4          8              1      HO    -8    33      4
 460104A1   7  15   t   27       4          7              0      HO    -9    33      4
 46010521   7  15   t   27       4          6              1      HO   -10    33      4
 460105A1   7  15   t   27       4          5              0      HO   -11    33      4
 46010621   7  15   t   27       4          4              1      HO   -12    33      4
 460106A1   7  15   t   27       4          3              0      HO   -13    33      4
 46010721   7  15   t   27       4          2              1      HO   -14    33      4
 460107A1   7  15   t   27       4          1              0      HO   -15    33      4
 4E2407A1   7  16   b   27       7          8              1     HOX   -15    33   -999
 460100A2   7  17   t   27       8          7              1      HO    -1    34      4
 46010122   7  16   t   27       6          5              2      HO    -2    34      4
 460101A2   7  17   t   27       8          7              0      HO    -3    34      4
 46010222   7  17   t   27       8          7              2      HO    -4    34      4
 4E240222   7  16   t   27       6          6              2     HOX    -4    34   -999
 460102A2   7  16   t   27       6          3              1      HO    -5    34      4
 46010322   7  16   t   27       6          2              2      HO    -6    34      4
 460103A2   7  16   t   27       6          1              1      HO    -7    34      4
 46010422   7  15   t   27       4          8              2      HO    -8    34      4
 460104A2   7  15   t   27       4          7              1      HO    -9    34      4
 46010522   7  15   t   27       4          6              2      HO   -10    34      4
 460105A2   7  15   t   27       4          5              1      HO   -11    34      4
 46010622   7  15   t   27       4          4              2      HO   -12    34      4
 460106A2   7  15   t   27       4          3              1      HO   -13    34      4
 46010722   7  15   t   27       4          2              2      HO   -14    34      4
 460107A2   7  15   t   27       4          1              1      HO   -15    34      4
 4E2407A2   7  16   b   27       7          8              2     HOX   -15    34   -999
 460100A3   6   4   b   28       5          7              0      HO    -1    35      4
 46010123   6   3   b   28       3          7              1      HO    -2    35      4
 460101A3   6   4   b   28       5          7              1      HO    -3    35      4
 46010223   6   4   b   28       5          7              2      HO    -4    35      4
 460102A3   6   3   b   28       3          3              1      HO    -5    35      4
 46010323   6   3   b   28       3          2              2      HO    -6    35      4
 460103A3   6   3   b   28       3          1              1      HO    -7    35      4
 46010423   6   2   b   28       1          8              2      HO    -8    35      4
 460104A3   6   2   b   28       1          7              1      HO    -9    35      4
 46010523   6   2   b   28       1          6              2      HO   -10    35      4
 460105A3   6   2   b   28       1          5              1      HO   -11    35      4
 46010623   6   2   b   28       1          4              2      HO   -12    35      4
 460106A3   6   2   b   28       1          3              1      HO   -13    35      4
 46010723   6   2   b   28       1          2              2      HO   -14    35      4
 460107A3   6   2   b   28       1          1              1      HO   -15    35      4
 4E2407A3   6   4   b   28       5          8              2     HOX   -15    35   -999
 460100A4   6   4   b   28       5          6              1      HO    -1    36      4
 46010124   6   3   b   28       3          6              2      HO    -2    36      4
 460101A4   6   4   b   28       5          6              0      HO    -3    36      4
 46010224   6   4   b   28       5          6              2      HO    -4    36      4
 4E240224   6   3   b   28       3          7              2     HOX    -4    36   -999
 460102A4   6   3   b   28       3          3              0      HO    -5    36      4
 46010324   6   3   b   28       3          2              1      HO    -6    36      4
 460103A4   6   3   b   28       3          1              0      HO    -7    36      4
 46010424   6   2   b   28       1          8              1      HO    -8    36      4
 460104A4   6   2   b   28       1          7              0      HO    -9    36      4
 46010524   6   2   b   28       1          6              1      HO   -10    36      4
 460105A4   6   2   b   28       1          5              0      HO   -11    36      4
 46010624   6   2   b   28       1          4              1      HO   -12    36      4
 460106A4   6   2   b   28       1          3              0      HO   -13    36      4
 46010724   6   2   b   28       1          2              1      HO   -14    36      4
 460107A4   6   2   b   28       1          1              0      HO   -15    36      4
 4E2407A4   6   4   b   28       5          8              1     HOX   -15    36   -999
 460100A5   6   4   b   28       5          5              0      HO    -1    37      4
 46010125   6   3   b   28       3          4              1      HO    -2    37      4
 460101A5   6   4   b   28       5          5              1      HO    -3    37      4
 46010225   6   4   b   28       5          5              2      HO    -4    37      4
 460102A5   6   3   b   28       3          3              2      HO    -5    37      4
 46010325   6   3   b   28       3          2              0      HO    -6    37      4
 460103A5   6   3   b   28       3          1              2      HO    -7    37      4
 46010425   6   2   b   28       1          8              0      HO    -8    37      4
 460104A5   6   2   b   28       1          7              2      HO    -9    37      4
 46010525   6   2   b   28       1          6              0      HO   -10    37      4
 460105A5   6   2   b   28       1          5              2      HO   -11    37      4
 46010625   6   2   b   28       1          4              0      HO   -12    37      4
 460106A5   6   2   b   28       1          3              2      HO   -13    37      4
 46010725   6   2   b   28       1          2              0      HO   -14    37      4
 460107A5   6   2   b   28       1          1              2      HO   -15    37      4
 4E2407A5   6   4   b   28       5          8              0     HOX   -15    37   -999
 460100A6   6   4   b   28       5          4              1      HO    -1    38      4
 46010126   6   3   t   28       2          8              2      HO    -2    38      4
 460101A6   6   4   b   28       5          4              0      HO    -3    38      4
 46010226   6   4   b   28       5          4              2      HO    -4    38      4
 4E240226   6   3   b   28       3          4              2     HOX    -4    38   -999
 460102A6   6   3   t   28       2          3              1      HO    -5    38      4
 46010326   6   3   t   28       2          2              2      HO    -6    38      4
 460103A6   6   3   t   28       2          1              1      HO    -7    38      4
 46010426   6   2   t   28       0          8              2      HO    -8    38      4
 460104A6   6   2   t   28       0          7              1      HO    -9    38      4
 46010526   6   2   t   28       0          6              2      HO   -10    38      4
 460105A6   6   2   t   28       0          5              1      HO   -11    38      4
 46010626   6   2   t   28       0          4              2      HO   -12    38      4
 460106A6   6   2   t   28       0          3              1      HO   -13    38      4
 46010726   6   2   t   28       0          2              2      HO   -14    38      4
 460107A6   6   2   t   28       0          1              1      HO   -15    38      4
 4E2407A6   6   3   b   28       3          8              2     HOX   -15    38   -999
 460100A7   6   4   t   28       4          8              0      HO    -1    39      4
 46010127   6   3   t   28       2          6              1      HO    -2    39      4
 460101A7   6   4   t   28       4          8              1      HO    -3    39      4
 46010227   6   4   t   28       4          8              2      HO    -4    39      4
 460102A7   6   3   t   28       2          3              0      HO    -5    39      4
 46010327   6   3   t   28       2          2              1      HO    -6    39      4
 460103A7   6   3   t   28       2          1              0      HO    -7    39      4
 46010427   6   2   t   28       0          8              1      HO    -8    39      4
 460104A7   6   2   t   28       0          7              0      HO    -9    39      4
 46010527   6   2   t   28       0          6              1      HO   -10    39      4
 460105A7   6   2   t   28       0          5              0      HO   -11    39      4
 46010627   6   2   t   28       0          4              1      HO   -12    39      4
 460106A7   6   2   t   28       0          3              0      HO   -13    39      4
 46010727   6   2   t   28       0          2              1      HO   -14    39      4
 460107A7   6   2   t   28       0          1              0      HO   -15    39      4
 4E2407A7   6   3   b   28       3          8              1     HOX   -15    39   -999
 460100A8   6   4   t   28       4          7              1      HO    -1    40      4
 46010128   6   3   t   28       2          5              2      HO    -2    40      4
 460101A8   6   4   t   28       4          7              0      HO    -3    40      4
 46010228   6   4   t   28       4          7              2      HO    -4    40      4
 4E240228   6   3   t   28       2          6              2     HOX    -4    40   -999
 460102A8   6   3   t   28       2          3              2      HO    -5    40      4
 46010328   6   3   t   28       2          2              0      HO    -6    40      4
 460103A8   6   3   t   28       2          1              2      HO    -7    40      4
 46010428   6   2   t   28       0          8              0      HO    -8    40      4
 460104A8   6   2   t   28       0          7              2      HO    -9    40      4
 46010528   6   2   t   28       0          6              0      HO   -10    40      4
 460105A8   6   2   t   28       0          5              2      HO   -11    40      4
 46010628   6   2   t   28       0          4              0      HO   -12    40      4
 460106A8   6   2   t   28       0          3              2      HO   -13    40      4
 46010728   6   2   t   28       0          2              0      HO   -14    40      4
 460107A8   6   2   t   28       0          1              2      HO   -15    40      4
 4E2407A8   6   3   b   28       3          8              0     HOX   -15    40   -999
 460100A9   6   7   b   28      11          7              0      HO    -1    41      4
 46010129   6   7   b   28      11          7              1      HO    -2    41      4
 460101A9   6   7   b   28      11          5              1      HO    -3    41      4
 46010229   6  13   t   29       0          6              2      HO    -4    41      4
 4E240229   6  13   t   29       0          6              1     HOX    -4    41   -999
 460102A9   6  13   b   29       1          3              2      HO    -5    41      4
 46010329   6  13   b   29       1          2              0      HO    -6    41      4
 460103A9   6  13   b   29       1          1              2      HO    -7    41      4
 46010429   6  14   b   29       3          8              0      HO    -8    41      4
 460104A9   6  14   b   29       3          7              2      HO    -9    41      4
 46010529   6  14   b   29       3          6              0      HO   -10    41      4
 460105A9   6  14   b   29       3          5              2      HO   -11    41      4
 46010629   6  14   b   29       3          4              0      HO   -12    41      4
 460106A9   6  14   b   29       3          3              2      HO   -13    41      4
 46010729   6  14   b   29       3          2              0      HO   -14    41      4
 460107A9   6  14   b   29       3          1              2      HO   -15    41      4
 4E2407A9   6   7   b   28      11          8              0     HOX   -15    41   -999
 460100AA   6   7   b   28      11          6              0      HO    -1    42      4
 4601012A   6   7   b   28      11          5              2      HO    -2    42      4
 460101AA   6   7   b   28      11          5              0      HO    -3    42      4
 4601022A   6  13   t   29       0          6              0      HO    -4    42      4
 460102AA   6  13   b   29       1          3              0      HO    -5    42      4
 4601032A   6  13   b   29       1          2              1      HO    -6    42      4
 460103AA   6  13   b   29       1          1              0      HO    -7    42      4
 4601042A   6  14   b   29       3          8              1      HO    -8    42      4
 460104AA   6  14   b   29       3          7              0      HO    -9    42      4
 4601052A   6  14   b   29       3          6              1      HO   -10    42      4
 460105AA   6  14   b   29       3          5              0      HO   -11    42      4
 4601062A   6  14   b   29       3          4              1      HO   -12    42      4
 460106AA   6  14   b   29       3          3              0      HO   -13    42      4
 4601072A   6  14   b   29       3          2              1      HO   -14    42      4
 460107AA   6  14   b   29       3          1              0      HO   -15    42      4
 4E2407AA   6   7   b   28      11          8              1     HOX   -15    42   -999
 460100AB   6   7   b   28      11          4              0      HO    -1    43      4
 4601012B   6   7   b   28      11          4              1      HO    -2    43      4
 460101AB   6   7   t   28      10          7              1      HO    -3    43      4
